ReplicateName,FileName,SampleType,IsotopeLabelType,FragmentIonType,TransitionNote,AnalyteConcentration,MoleculeListName,MoleculeName,PrecursorMz,ProductMz,PointsAcrossPeak,Background,Area,Fwhm
CMP_022323_Lumos_BC_MQblank_01,CMP_022323_Lumos_BC_MQblank_01.raw,Double Blank,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_022323_Lumos_BC_MQblank_02,CMP_022323_Lumos_BC_MQblank_02.raw,Double Blank,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_022323_Lumos_BC_MQblank_03,CMP_022323_Lumos_BC_MQblank_03.raw,Double Blank,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_022323_Lumos_BC_MQblank_04,CMP_022323_Lumos_BC_MQblank_04.raw,Double Blank,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_01,CMP_exomtab_022323_Lumos_BC_pool_01.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_02,CMP_exomtab_022323_Lumos_BC_pool_02.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_03,CMP_exomtab_022323_Lumos_BC_pool_03.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_04,CMP_exomtab_022323_Lumos_BC_pool_04.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_05,CMP_exomtab_022323_Lumos_BC_pool_05.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_06,CMP_exomtab_022323_Lumos_BC_pool_06.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_07,CMP_exomtab_022323_Lumos_BC_pool_07.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_08,CMP_exomtab_022323_Lumos_BC_pool_08.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_09,CMP_exomtab_022323_Lumos_BC_pool_09.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_10,CMP_exomtab_022323_Lumos_BC_pool_10.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_11,CMP_exomtab_022323_Lumos_BC_pool_11.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_12,CMP_exomtab_022323_Lumos_BC_pool_12.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_13,CMP_exomtab_022323_Lumos_BC_pool_13.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_14,CMP_exomtab_022323_Lumos_BC_pool_14.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_15,CMP_exomtab_022323_Lumos_BC_pool_15.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_pool_16,CMP_exomtab_022323_Lumos_BC_pool_16.raw,Quality Control,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_SW_STD_0,CMP_exomtab_022323_Lumos_BC_SW_STD_0.raw,Blank,light,precursor,light,0,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_SW_STD_1,CMP_exomtab_022323_Lumos_BC_SW_STD_1.raw,Standard,light,precursor,light,0.001,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_SW_STD_2,CMP_exomtab_022323_Lumos_BC_SW_STD_2.raw,Standard,light,precursor,light,0.01,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_SW_STD_3,CMP_exomtab_022323_Lumos_BC_SW_STD_3.raw,Standard,light,precursor,light,0.05,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_SW_STD_4,CMP_exomtab_022323_Lumos_BC_SW_STD_4.raw,Standard,light,precursor,light,0.1,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_SW_STD_5,CMP_exomtab_022323_Lumos_BC_SW_STD_5.raw,Standard,light,precursor,light,0.5,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_SW_STD_6,CMP_exomtab_022323_Lumos_BC_SW_STD_6.raw,Standard,light,precursor,light,1,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_SW_STD_7,CMP_exomtab_022323_Lumos_BC_SW_STD_7.raw,Standard,light,precursor,light,5,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_SW_STD_8,CMP_exomtab_022323_Lumos_BC_SW_STD_8.raw,Standard,light,precursor,light,10,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_SW_STD_9,CMP_exomtab_022323_Lumos_BC_SW_STD_9.raw,Standard,light,precursor,light,50,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP_exomtab_022323_Lumos_BC_SW_STD_10,CMP_exomtab_022323_Lumos_BC_SW_STD_10.raw,Standard,light,precursor,light,100,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_1,CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_2,CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_3,CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_4,CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_5,CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_5.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_6,CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_6.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_B1,CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_B1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_B2,CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_B2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_B3,CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_B3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_B4,CMP007_022323_Lumos_BC_Ehux_9_22_filtrate_B4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP008_022323_Lumos_BC_MM_10_10_filtrate_1,CMP008_022323_Lumos_BC_MM_10_10_filtrate_1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP008_022323_Lumos_BC_MM_10_10_filtrate_2,CMP008_022323_Lumos_BC_MM_10_10_filtrate_2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP008_022323_Lumos_BC_MM_10_10_filtrate_3,CMP008_022323_Lumos_BC_MM_10_10_filtrate_3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP008_022323_Lumos_BC_MM_10_10_filtrate_4,CMP008_022323_Lumos_BC_MM_10_10_filtrate_4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP008_022323_Lumos_BC_MM_10_10_filtrate_5,CMP008_022323_Lumos_BC_MM_10_10_filtrate_5.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP008_022323_Lumos_BC_MM_10_10_filtrate_6,CMP008_022323_Lumos_BC_MM_10_10_filtrate_6.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP008_022323_Lumos_BC_MM_10_10_filtrate_B1,CMP008_022323_Lumos_BC_MM_10_10_filtrate_B1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP008_022323_Lumos_BC_MM_10_10_filtrate_B2,CMP008_022323_Lumos_BC_MM_10_10_filtrate_B2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP008_022323_Lumos_BC_MM_10_10_filtrate_B3,CMP008_022323_Lumos_BC_MM_10_10_filtrate_B3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP008_022323_Lumos_BC_MM_10_10_filtrate_B4,CMP008_022323_Lumos_BC_MM_10_10_filtrate_B4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_10_30_filtrate_1,CMP009_022323_Lumos_BC_Syn_10_30_filtrate_1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_10_30_filtrate_2,CMP009_022323_Lumos_BC_Syn_10_30_filtrate_2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_10_30_filtrate_3,CMP009_022323_Lumos_BC_Syn_10_30_filtrate_3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_10_30_filtrate_4,CMP009_022323_Lumos_BC_Syn_10_30_filtrate_4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_10_30_filtrate_5,CMP009_022323_Lumos_BC_Syn_10_30_filtrate_5.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_10_30_filtrate_6,CMP009_022323_Lumos_BC_Syn_10_30_filtrate_6.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_10_30_filtrate_B1,CMP009_022323_Lumos_BC_Syn_10_30_filtrate_B1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_10_30_filtrate_B2,CMP009_022323_Lumos_BC_Syn_10_30_filtrate_B2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_10_30_filtrate_B3,CMP009_022323_Lumos_BC_Syn_10_30_filtrate_B3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_10_30_filtrate_B4,CMP009_022323_Lumos_BC_Syn_10_30_filtrate_B4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_STD_0,CMP009_022323_Lumos_BC_Syn_STD_0.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_STD_1,CMP009_022323_Lumos_BC_Syn_STD_1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_STD_2,CMP009_022323_Lumos_BC_Syn_STD_2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_STD_3,CMP009_022323_Lumos_BC_Syn_STD_3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_STD_4,CMP009_022323_Lumos_BC_Syn_STD_4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP009_022323_Lumos_BC_Syn_STD_5,CMP009_022323_Lumos_BC_Syn_STD_5.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_10_7_filtrate_1,CMP010_022323_Lumos_BC_Croco_10_7_filtrate_1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_10_7_filtrate_2,CMP010_022323_Lumos_BC_Croco_10_7_filtrate_2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_10_7_filtrate_3,CMP010_022323_Lumos_BC_Croco_10_7_filtrate_3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_10_7_filtrate_4,CMP010_022323_Lumos_BC_Croco_10_7_filtrate_4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_10_7_filtrate_5,CMP010_022323_Lumos_BC_Croco_10_7_filtrate_5.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_10_7_filtrate_6,CMP010_022323_Lumos_BC_Croco_10_7_filtrate_6.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_10_7_filtrate_B1,CMP010_022323_Lumos_BC_Croco_10_7_filtrate_B1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_10_7_filtrate_B2,CMP010_022323_Lumos_BC_Croco_10_7_filtrate_B2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_10_7_filtrate_B3,CMP010_022323_Lumos_BC_Croco_10_7_filtrate_B3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_10_7_filtrate_B4,CMP010_022323_Lumos_BC_Croco_10_7_filtrate_B4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_STD_0,CMP010_022323_Lumos_BC_Croco_STD_0.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_STD_1,CMP010_022323_Lumos_BC_Croco_STD_1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_STD_2,CMP010_022323_Lumos_BC_Croco_STD_2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_STD_3,CMP010_022323_Lumos_BC_Croco_STD_3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_STD_4,CMP010_022323_Lumos_BC_Croco_STD_4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP010_022323_Lumos_BC_Croco_STD_5,CMP010_022323_Lumos_BC_Croco_STD_5.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_1,CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_2,CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_3,CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_4,CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_5,CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_5.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_6,CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_6.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_B1,CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_B1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_B2,CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_B2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_B3,CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_B3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_B4,CMP014_022323_Lumos_BC_Tpsu_9_24_filtrate_B4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_STD_0,CMP014_022323_Lumos_BC_Tpsu_STD_0.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_STD_1,CMP014_022323_Lumos_BC_Tpsu_STD_1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_STD_2,CMP014_022323_Lumos_BC_Tpsu_STD_2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_STD_3,CMP014_022323_Lumos_BC_Tpsu_STD_3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_STD_4,CMP014_022323_Lumos_BC_Tpsu_STD_4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP014_022323_Lumos_BC_Tpsu_STD_5,CMP014_022323_Lumos_BC_Tpsu_STD_5.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP016_022323_Lumos_BC_Pro_11_18_filtrate_1,CMP016_022323_Lumos_BC_Pro_11_18_filtrate_1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP016_022323_Lumos_BC_Pro_11_18_filtrate_2,CMP016_022323_Lumos_BC_Pro_11_18_filtrate_2.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP016_022323_Lumos_BC_Pro_11_18_filtrate_3,CMP016_022323_Lumos_BC_Pro_11_18_filtrate_3.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP016_022323_Lumos_BC_Pro_11_18_filtrate_4,CMP016_022323_Lumos_BC_Pro_11_18_filtrate_4.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP016_022323_Lumos_BC_Pro_11_18_filtrate_5,CMP016_022323_Lumos_BC_Pro_11_18_filtrate_5.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP016_022323_Lumos_BC_Pro_11_18_filtrate_6,CMP016_022323_Lumos_BC_Pro_11_18_filtrate_6.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
CMP016_022323_Lumos_BC_Pro_11_18_filtrate_B1,CMP016_022323_Lumos_BC_Pro_11_18_filtrate_B1.raw,Unknown,light,precursor,light,NaN,"2′deoxycitidine","2′deoxycitidine_light",332.1241,332.1241,#N/A,#N/A,#N/A,#N/A
